1 287.3543552 110.2932384
2 296.0929792 92.81599679999999
3 324.8055936 82.20480960000003
4 362.2568256 77.21131199999996
5 374.7405696 92.1918096
6 424.675552 94.06437119999998
7 437.159296 82.20480960000003
8 468.3686592 84.07737119999996
9 487.718464 96.56111999999996
10 493.9603392 117.7834848
11 309.8250944 132.7639776
12 319.812096 122.7769824
13 334.7925888 115.286736
14 348.5247104 120.2802336
15 363.5052032 127.1462928
16 352.2698304 131.5156032
17 339.1619008 134.6365392
18 324.1814016 134.6365392
19 430.2932352 131.5156032
20 438.4076736 122.7769824
21 457.1332928 119.0318592
22 470.2412224 125.2737312
23 477.1072832 135.2607264
24 467.120288 138.3816624
25 455.2607296 138.3816624
26 442.7769856 135.2607264
27 419.6820544 119.0318592
28 427.7964864 148.3686624
29 444.6495424 174.5845248
30 444.6495424 208.9148256
31 435.9109248 193.934328
32 418.4336832 209.5390128
33 397.8355008 192.6859536
34 377.2373184 214.5325104
35 374.7405696 182.0747712
36 389.0968768 155.8589088
37 385.9759424 120.9044208
38 349.7730816 274.4544864
39 400.3322496 245.1176832
40 414.6885568 250.1111856
41 429.6690496 245.7418704
42 465.2477248 274.4544864
43 423.4271808 281.3205455999999
44 412.191808 281.3205455999999
45 397.8355008 281.3205455999999
46 496.457088 278.1996096
47 492.7119616 300.0461616
48 484.5975296 324.3894672
49 472.7379711999999 344.9876448
50 457.1332928 359.9681424
51 435.9109248 366.8342016
52 401.5806272 369.9551376
53 352.2698304 363.7132656
54 321.6846528 352.4778912
55 300.4622912 338.7457728000001
56 281.736672 318.7717824
57 269.252928 295.052664
58 259.8901184 268.8368016000001
