1 197 297
2 206 323
3 222 348
4 245 370
5 263 378
6 286 381
7 305 378
8 336 367
9 355 348
10 375 326
11 392 308
12 404 294
13 411 266
14 346 184
15 337 174
16 322 172
17 308 179
18 301 189
19 314 188
20 325 188
21 335 188
22 206 211
23 208 201
24 219 192
25 233 193
26 248 201
27 232 203
28 222 206
29 214 212
30 292 150
31 306 139
32 326 134
33 341 143
34 354 158
35 239 166
36 218 163
37 203 166
38 193 180
39 194 206
40 241 294
41 268 277
42 279 278
43 293 270
44 341 275
45 317 310
46 298 319
47 270 319
48 257 202
49 256 230
50 247 241
51 251 255
52 265 256
53 279 257
54 288 251
55 306 245
56 306 229
57 294 224
58 285 199
