1 275 306
2 285 327
3 295 350
4 310 362
5 338 388
6 359 401
7 390 404
8 410 393
9 421 369
10 430 347
11 439 321
12 443 306
13 445 284
14 438 251
15 435 246
16 427 246
17 416 250
18 408 253
19 415 257
20 428 259
21 436 256
22 328 258
23 339 255
24 350 253
25 358 253
26 365 257
27 357 264
28 349 265
29 337 265
30 414 232
31 424 224
32 434 221
33 441 222
34 445 232
35 373 239
36 358 229
37 344 228
38 328 231
39 314 241
40 352 347
41 392 337
42 399 337
43 408 336
44 421 340
45 410 359
46 399 361
47 386 361
48 379 261
49 381 294
50 372 301
51 370 312
52 381 318
53 401 318
54 414 315
55 417 303
56 414 292
57 408 285
58 403 255
