1 215 317
2 235 344
3 264 370
4 281 385
5 305 395
6 339 400
7 370 397
8 395 382
9 407 366
10 414 348
11 423 327
12 428 303
13 428 277
14 413 224
15 412 212
16 400 205
17 387 208
18 377 217
19 385 221
20 396 223
21 406 225
22 281 223
23 293 216
24 305 208
25 317 208
26 325 217
27 317 225
28 305 226
29 291 227
30 373 192
31 392 181
32 405 174
33 413 177
34 417 190
35 329 195
36 310 188
37 289 186
38 277 194
39 263 215
40 314 322
41 357 311
42 370 313
43 376 306
44 395 315
45 382 337
46 371 340
47 355 339
48 341 227
49 345 256
50 335 259
51 333 278
52 344 286
53 372 289
54 385 282
55 390 271
56 388 257
57 382 246
58 367 221
