1 163 290
2 171 306
3 182 324
4 192 345
5 197 368
6 208 381
7 225 383
8 243 383
9 260 377
10 279 368
11 304 355
12 332 334
13 348 297
14 254 227
15 242 223
16 230 216
17 221 220
18 217 229
19 225 233
20 233 234
21 246 232
22 165 229
23 165 223
24 168 219
25 175 219
26 186 228
27 181 231
28 174 231
29 169 231
30 199 215
31 199 206
32 220 201
33 236 202
34 256 207
35 179 212
36 174 206
37 163 206
38 157 206
39 157 214
40 187 323
41 186 316
42 192 316
43 200 315
44 237 321
45 215 332
46 201 333
47 192 332
48 188 231
49 182 249
50 174 265
51 166 277
52 168 292
53 184 297
54 195 293
55 212 291
56 214 277
57 202 265
58 203 234
