1 200 295
2 206 323
3 217 348
4 233 370
5 253 392
6 277 408
7 301 408
8 326 404
9 352 386
10 368 363
11 383 341
12 388 320
13 394 292
14 363 228
15 348 223
16 336 221
17 328 227
18 319 232
19 330 235
20 341 233
21 353 233
22 221 233
23 233 226
24 246 225
25 256 227
26 271 234
27 255 236
28 245 237
29 232 237
30 309 203
31 324 190
32 358 187
33 370 195
34 381 218
35 272 202
36 259 195
37 226 192
38 213 200
39 204 223
40 247 318
41 277 309
42 299 312
43 311 308
44 351 313
45 320 346
46 301 348
47 283 345
48 281 234
49 278 263
50 268 273
51 270 288
52 280 290
53 299 297
54 315 290
55 327 286
56 328 268
57 316 263
58 309 233
