1 259 292
2 264 312
3 270 331
4 279 344
5 294 357
6 314 370
7 337 374
8 366 366
9 386 352
10 399 335
11 405 317
12 409 301
13 411 290
14 386 236
15 379 231
16 373 229
17 364 232
18 357 235
19 363 237
20 373 241
21 379 239
22 279 237
23 286 232
24 296 229
25 307 232
26 316 237
27 308 239
28 296 239
29 285 240
30 357 216
31 375 212
32 388 208
33 396 212
34 403 221
35 316 215
36 295 210
37 281 206
38 272 212
39 265 225
40 305 315
41 330 302
42 339 303
43 345 301
44 370 315
45 352 326
46 339 326
47 330 328
48 326 240
49 324 262
50 315 272
51 317 281
52 326 283
53 335 287
54 344 283
55 354 283
56 356 273
57 351 263
58 347 239
