1 229 294
2 232 308
3 235 327
4 243 350
5 254 361
6 265 366
7 275 370
8 289 368
9 309 361
10 328 354
11 356 332
12 385 315
13 406 297
14 346 234
15 335 228
16 325 225
17 315 226
18 310 233
19 317 237
20 326 238
21 337 238
22 239 223
23 246 219
24 255 219
25 263 223
26 269 229
27 262 230
28 255 230
29 247 229
30 295 214
31 304 208
32 330 206
33 345 210
34 359 219
35 270 217
36 263 208
37 248 203
38 237 206
39 232 213
40 250 311
41 265 303
42 274 306
43 281 302
44 310 314
45 283 311
46 273 312
47 266 309
48 274 227
49 271 241
50 257 261
51 257 272
52 260 279
53 273 284
54 285 278
55 299 283
56 302 265
57 290 254
58 292 228
