1 231 316
2 234 335
3 245 354
4 265 376
5 288 385
6 312 391
7 331 392
8 354 385
9 373 375
10 389 364
11 405 350
12 410 334
13 415 312
14 380 219
15 373 213
16 359 210
17 348 215
18 337 222
19 345 225
20 359 226
21 370 222
22 252 229
23 260 220
24 271 215
25 284 215
26 293 226
27 283 229
28 273 230
29 261 232
30 337 204
31 349 193
32 378 190
33 388 195
34 394 209
35 297 203
36 287 193
37 257 196
38 246 205
39 239 217
40 283 324
41 316 302
42 327 304
43 334 302
44 364 314
45 340 318
46 328 321
47 314 322
48 309 221
49 303 244
50 292 261
51 294 276
52 309 276
53 321 278
54 334 276
55 348 272
56 349 255
57 337 245
58 330 222
