1 226 319
2 230 345
3 242 372
4 255 391
5 277 410
6 301 416
7 321 415
8 342 413
9 366 403
10 388 391
11 400 368
12 410 348
13 414 316
14 385 233
15 376 223
16 365 218
17 353 223
18 343 232
19 357 234
20 368 234
21 377 234
22 251 232
23 259 222
24 272 217
25 284 223
26 292 230
27 282 232
28 270 234
29 260 234
30 341 208
31 357 199
32 382 197
33 395 205
34 403 216
35 292 203
36 275 195
37 255 195
38 243 201
39 237 213
40 268 325
41 307 318
42 319 320
43 336 315
44 368 324
45 341 350
46 324 354
47 305 350
48 306 235
49 302 266
50 292 275
51 288 292
52 301 294
53 319 301
54 333 294
55 346 291
56 346 277
57 334 267
58 332 236
