1 214 292
2 219 316
3 226 341
4 237 361
5 256 382
6 276 397
7 307 406
8 338 396
9 359 382
10 377 366
11 390 346
12 399 317
13 402 297
14 379 239
15 372 236
16 361 234
17 350 234
18 339 239
19 348 243
20 360 245
21 371 243
22 249 235
23 257 232
24 268 232
25 277 235
26 285 241
27 277 244
28 267 244
29 257 241
30 340 217
31 359 212
32 372 208
33 384 213
34 391 219
35 289 217
36 275 210
37 261 205
38 248 208
39 235 214
40 262 317
41 291 312
42 310 315
43 330 314
44 360 318
45 331 346
46 308 347
47 288 343
48 302 243
49 297 274
50 290 275
51 285 286
52 291 298
53 312 308
54 333 297
55 341 287
56 337 276
57 328 272
58 325 243
