1 261 295
2 263 316
3 270 340
4 285 366
5 301 380
6 317 389
7 339 393
8 358 389
9 383 378
10 415 355
11 440 332
12 448 319
13 452 301
14 401 235
15 390 230
16 380 225
17 369 226
18 362 232
19 372 236
20 383 239
21 391 239
22 278 233
23 285 227
24 295 225
25 306 228
26 316 232
27 306 235
28 295 237
29 285 236
30 353 212
31 363 203
32 385 203
33 402 207
34 417 223
35 321 210
36 312 200
37 289 198
38 276 204
39 269 218
40 303 319
41 322 309
42 330 314
43 338 310
44 368 321
45 346 332
46 332 335
47 318 333
48 326 229
49 319 259
50 312 267
51 311 283
52 321 290
53 331 294
54 345 291
55 359 287
56 359 266
57 350 263
58 347 229
