1 229 327
2 240 353
3 254 371
4 270 390
5 290 403
6 312 412
7 340 416
8 368 408
9 394 397
10 408 382
11 424 363
12 432 345
13 441 325
14 406 241
15 403 233
16 392 226
17 381 226
18 365 233
19 374 237
20 387 241
21 397 243
22 266 234
23 271 228
24 283 223
25 298 226
26 309 232
27 297 237
28 287 237
29 275 238
30 363 209
31 375 201
32 391 197
33 408 199
34 420 222
35 314 210
36 300 201
37 280 195
38 265 201
39 254 221
40 295 332
41 332 321
42 341 323
43 355 321
44 379 328
45 358 350
46 346 352
47 333 351
48 324 237
49 322 268
50 311 269
51 307 290
52 326 299
53 341 301
54 354 300
55 370 292
56 366 270
57 357 267
58 351 238
